web-scraper-order,web-scraper-start-url,Mouton,Mouton-href,NOM,PRIX,ADRESSE,IMAGE-src
"1739191404-211","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2310054","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1739191406-212","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2310325","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191409-213","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawad-2311201","Mouton Ladoum Azawad","300 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2311201_uploaded_image1_1592555444.jpg"
"1739191411-214","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2312899","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739191413-215","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2313084","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191416-216","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/beliers-2316483","Moutons","1 000 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407605_uploaded_image1_1594132873.jpg"
"1739191418-217","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2318501","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739191421-218","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2319075","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191423-219","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2320189","Mouton","175 000 CFA","Thiaroye Gare, Dakar, Sénégal","https://images.coinafrique.com/thumb_2320189_uploaded_image1_1592692347.jpg"
"1739191425-220","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2320469","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191428-221","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2322676","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191430-222","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2323480","Mouton Ladoum","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3265343_uploaded_image1_1628217266.jpg"
"1739191433-223","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2330451","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739191435-224","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2330536","Moutons","Prix sur demande","Dahra, Sénégal","https://images.coinafrique.com/thumb_2330536_uploaded_image1_1592874155.jpg"
"1739191438-225","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2333652","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739191440-226","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2340505","Mouton ladoum","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1739191442-227","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2341347","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191445-228","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2341521","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191447-229","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2343029","Mouton Ladoum","800 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739191450-230","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2343128","Mouton Ladoum","800 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739191452-231","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2343610","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1739191454-232","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2343622","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1739191457-233","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2343854","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739191459-234","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2346577","Mouton ladoum","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1739191462-235","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2347625","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739191464-236","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2347636","Mouton","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4735916_uploaded_image1_1715324820.jpg"
"1739191466-237","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2356216","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739191469-238","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2358295","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191472-239","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2360191","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739191474-240","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/montons-2360205","Montons","320 000 CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_2360205_uploaded_image1_1593350059.jpg"
"1739191476-241","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2360219","Mouton Azawat","160 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1739191479-242","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2360812","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739191481-243","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-talabir-2360951","Mouton Talabir","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2360951_uploaded_image1_1593360911.jpg"
"1739191483-244","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2361263","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191486-245","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2364058","Mouton","300 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3752760_uploaded_image1_1655859669.jpg"
"1739191488-246","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2366290","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4231235_uploaded_image1_1685104452.jpg"
"1739191491-247","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2366436","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191493-248","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2367358","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191495-249","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2367672","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191498-250","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2367786","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191500-251","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2368271","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739191503-252","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2368679","Mouton Ladoum","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739191505-253","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2371401","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739191507-254","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2371774","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739191510-255","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2372092","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739191512-256","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2372466","Mouton ladoum","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1739191515-257","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2373396","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191517-258","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2373403","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739191520-259","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-race-2375388","Mouton race","250 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2375388_uploaded_image2_1593600920.jpeg"
"1739191522-260","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2375630","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191525-261","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2377360","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191527-262","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2378763","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739191529-263","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2379537","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1739191532-264","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2380740","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739191534-265","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2381947","Mouton Ladoum","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739191537-266","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2387653","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739191539-267","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2388654","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191541-268","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2388740","Mouton Ladoum","350 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739191544-269","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2389734","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739191547-270","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2391419","Moutons","180 000 CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1739191549-271","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2391847","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191551-272","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-2392458","Moutons Tabaski","Prix sur demande","Thies Ouest, Thiès, Sénégal","https://images.coinafrique.com/thumb_2392458_uploaded_image1_1593867659.jpg"
"1739191554-273","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2392486","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191556-274","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2392576","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191559-275","https://sn.coinafrique.com/categorie/moutons?page=13","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2392727","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739191568-276","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2392956","Mouton Ladoum","300 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2392956_uploaded_image1_1593874558.jpg"
"1739191570-277","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2392976","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191572-278","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2393016","Mouton azawad","275 000 CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3726130_uploaded_image1_1654328145.jpg"
"1739191575-279","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2394683","Mouton","140 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1739191577-280","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2396835","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739191580-281","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2396840","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739191582-282","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2397019","Mouton Ladoum","800 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739191584-283","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2398269","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191587-284","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2398274","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739191590-285","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2398443","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191592-286","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2398752","Moutons","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482759_uploaded_image1_1595694878.jpg"
"1739191594-287","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2399101","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1739191597-288","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2400105","Mouton","140 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1739191600-289","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2401472","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739191602-290","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2401767","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191605-291","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2401781","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191607-292","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2401800","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739191610-293","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2402132","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739191612-294","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2402138","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739191615-295","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2402142","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739191617-296","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2403361","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191620-297","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2403786","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191624-298","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2404243","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191626-299","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2404594","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191629-300","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2404610","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191631-301","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2404622","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191633-302","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2404799","Moutons","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482759_uploaded_image1_1595694878.jpg"
"1739191636-303","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2404921","Mouton Ladoum","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1739191638-304","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2407605","Mouton","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1739191641-305","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2407632","Mouton","150 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4748231_uploaded_image1_1715934057.jpg"
"1739191644-306","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2407643","Mouton","150 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4748231_uploaded_image1_1715934057.jpg"
"1739191646-307","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2409811","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739191648-308","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2410666","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739191651-309","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2413479","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739191653-310","https://sn.coinafrique.com/categorie/moutons?page=12","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2413512","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
